name,latitude,longitude
University of Eastern Piedmont,45.6,8.85
Kent State University,41.1549658,-81.3517155
Army Medical University,29.5333,106.6
Amirkabir University of Technology,35.7038,51.3515
Gyeongsang National University,35.4539779,128.8082714
Jinan University,22.2518247,113.5291255
"Northwest University, China",34.2471,108.9636
Central China Normal University,30.5223609,114.3496565
Federal University of Santa Catarina,-27.6034134,-48.5224425
Liverpool John Moores University,53.4123844,-2.980927
University of Debrecen,47.5333,21.6167
Ocean University of China,36.1614396,120.4935835
Nihon University,35.6969127,139.7623709
Roma Tre University,41.858,12.536
Ajou University,37.2833,127.05
Juntendo University,35.7,139.7333
Tianjin Medical University,39.1008,117.1619
University of Brescia,45.5389,10.2203
University of Castilla-La Mancha,39.4833,-3.9333
Donghua University,31.0572856,121.2111051
City College of New York,40.8152756,-73.9153259
"Northeastern University, China",39.9042,116.4074
University of Girona,41.9833,2.8167
Federal University of Paraná,-26.1962819,-52.6899636
University of Portsmouth,51.5828327,-0.0180312
University of Fribourg,46.8,7.15
University of Ioannina,39.6667,20.85
Norwegian University of Life Sciences,59.6667,10.7667
Keele University,43.7741755,-79.504749
Ain Shams University,30.0667,31.2833
"Paul Valéry University, Montpellier III",43.6322,3.8627
Carl von Ossietzky University of Oldenburg,53.1439,8.2139
Graz University of Technology,47.0667,15.45
Concordia University,45.495244,-73.5785815
Graduate University for Advanced Studies,35.260782,139.6077987
Nanjing Tech University,32.0589,118.7781
Xidian University,34.1251589,108.8289653
Tokyo University of Science,35.6050381,139.6827407
Jiangsu University,32.2,119.5
"University of the Republic, Uruguay",-34.9,-56.1667
University of Delhi,28.6883446,77.2147882
Northern Illinois University,42.0726232,-88.2168244
University of Angers,47.4667,-0.55
University of Missouri Kansas City,39.1333,-94.5833
Örebro University,59.2544839,15.2498899
University of Vigo,42.1697395,-8.6833125
"All India Institute of Medical Sciences, Delhi",28.5667,77.2333
National Research Nuclear University MEPhI,55.6514,37.6614
University of Salento,40.35,18.1667
South China Normal University,31.0321309,121.4473662
École pratique des hautes études,48.8425,2.3449
University of Brasília,-15.7667,-47.8667
Bangor University,53.0476304,-3.0139193
Federal University of Viçosa,-20.75,-42.8667
Boğaziçi University,41.0868841,29.0441317
Adam Mickiewicz University in Poznań,52.4,16.9167
"Putra University, Malaysia",2.9833,101.7167
Southern Illinois University Carbondale,37.7167,-89.2167
Hong Kong Baptist University,22.336638,114.1817935
Nanjing Normal University,32.1072982,118.9046537
"University of Nevada, Las Vegas",36.1086,-115.1436
Ehime University,33.8493082,132.7714136
Vilnius University,54.6833,25.2833
University of Messina,38.1833,15.55
Illinois Institute of Technology,41.8319379,-88.0940777
Miami University,39.5234501,-84.3596969
University Paris-Est Créteil,48.7833,2.4667
"University of Natural Resources and Life Sciences, Vienna",48.25,16.35
National University of Defense Technology,31.8446548,117.2330582
Jean Monnet University,45.7667,4.8833
Tarbiat Modares University,35.725,51.3806
Old Dominion University,36.8856,-76.3058
University of Szeged,46.25,20.15
University of Texas Rio Grande Valley,26.3017,-98.1633
Iran University of Science and Technology,35.7424361,51.5022194
Jadavpur University,22.5,88.3667
National University of Córdoba,-31.4167,-64.1833
Harbin Medical University,46.5962562,125.1614156
Heriot-Watt University,55.9102958,-3.3234475
University of Toledo,41.6494939,-83.5363225
National University of Colombia,4.6333,-74.0833
University of Alicante,38.3833,-0.5167
University of Essex,51.8773639,0.9498751
University of L'Aquila,42.35,13.4
New Mexico State University,32.2833,-106.75
Makerere University,0.4399643,33.201174
University of Split,43.5167,16.4333
University of North Carolina at Charlotte,35.3069,-80.7333
Banaras Hindu University,25.0669472,82.4904198
Ulsan National Institute of Science and Technology,35.55,129.25
University of Wrocław,51.1167,17.0333
University of Stirling,56.1489,-3.9356
Nanchang University,28.6833,115.8833
University of Hohenheim,48.7111,9.2139
École des ponts ParisTech,48.8425,2.3449
Jawaharlal Nehru Centre for Advanced Scientific Research,12.9917,77.5978
University of Kaiserslautern,49.4470221,7.7592805
American University of Beirut,33.9,35.4833
King Fahd University of Petroleum and Minerals,26.3,50.15
"China Medical University, PRC",41.7667,123.4333
Paris 13 University,48.95,2.35
Tampere University of Technology,61.449642,23.8587746
Tokyo University of Agriculture and Technology,35.6667,139.4833
Bilkent University,39.8667,32.75
University of Johannesburg,-26.1853203,27.9971831
University of Concepción,-36.8269,-73.0503
China University of Mining and Technology,34.2333,117.15
Chiang Mai University,19.0207786,98.9250855
Yeungnam University,35.8333,128.75
Marche Polytechnic University,43.6167,13.5167
National Taiwan University of Science and Technology,25.0131,121.5395
Tokushima University,34.0667,134.55
Indian Institute of Technology Kanpur,26.5167,80.2333
Quaid-i-Azam University,33.7333,73.1333
Northeast Normal University,43.8581593,125.3250434
Ryerson University,43.6577,-79.3788
Babeș-Bolyai University,46.7667,23.5833
Ohio University,40.0750471,-80.9731768
Wenzhou Medical University,27.9167,120.6833
University of Tours,47.3833,0.6833
"University of the Andes, Colombia",4.6,-74.0667
Panjab University,30.75,76.7667
University of Alcalá,40.4833,-3.3667
University of Hertfordshire,51.7517443,-0.2390498
Dankook University,37.319288,127.1289665
Chungbuk National University,36.7692865,127.6242853
University of Sassari,40.7333,8.55
Toho University,35.7,139.7333
Federal University of Ceará,-4.980084,-39.0564813
Portland State University,45.5118,-122.6843
Gunma University,36.3563087,139.0477171
Polytechnic University of Bucharest,44.4333,26.1
Yokohama National University,35.4667,139.5833
Zhejiang University of Technology,30.5539441,120.0318536
University of the Balearic Islands,39.6333,2.65
Cranfield University,52.0736,-0.6289
Polytechnic University of Bari,41.1167,16.8667
Budapest University of Technology and Economics,47.4833,19.05
South China Agricultural University,23.15,113.35
University of Orléans,30.0304378,-90.0493294
"National University of Malaysia, UKM",2.9333,101.7833
University of Bucharest,44.4333,26.1
Carlos III University of Madrid,40.3333,-3.7667
Uniformed Services University of the Health Sciences,39,-77.0833
University of Denver,39.6131515,-104.899091
Beijing University of Technology,39.7347308,116.1636102
University of Insubria,45.8,8.8333
Sejong University,36.6105229,127.2887154
Medical University of Warsaw,52.2167,21.0167
East Carolina University,35.6,-77.3667
Beijing Jiaotong University,36.9924351,121.9334765
China Europe International Business School,31.2,121.6
Tokyo Women's Medical University,35.7,139.7333
University of Wuppertal,51.2667,7.1833
Federal University of Pernambuco,-8.05,-34.95
University of Hyogo,34.6784221,135.1820993
University of Regina,50.4390221,-104.6096253
Binghamton University,42.112576,-75.954512
Wrocław University of Science and Technology,51.1,17.0667
University of Toyama,36.7,137.2167
National Taiwan Normal University,25.0257576,121.5266168
Federal University of São Carlos,-22,-47.9
Metropolitan Autonomous University,19.3333,-99.1833
University of Western Brittany,48.4,-4.4833
Tokai University,42.9907734,141.317235
Harbin Engineering University,45.7833,126.6833
Gachon University,37.452798,127.1337775
Meijo University,35.1874821,136.9054049
Federico Santa María Technical University,-33.0333,-71.6167
Michigan Technological University,47.1167,-88.55
École des hautes études en sciences sociales,48.8425,2.3449
Shiraz University,29.7637092,52.4819863
Indian Institute of Technology Roorkee,29.8667,77.8833
Nara Institute of Science and Technology,34.7333,135.7333
New Jersey Institute of Technology,39.8941649,-74.8041812
University of Picardie Jules Verne,49.9,2.3
Creighton University,41.2689628,-95.9486302
Åbo Akademi University,60.45,22.2833
Miguel Hernández University of Elche,38.2667,-0.7
Jichi Medical University,36.3833,139.7333
University of Siegen,50.8833,8.0167
University of Extremadura,38.8833,-6.9667
Nagoya City University,35.1304225,136.9442886
University of Valladolid,41.65,-4.7167
Murdoch University,-32.5154601,115.7558667
Wesleyan University,36.0991859,-95.8569183
Ferdowsi University of Mashhad,36.3,59.6
North China Electric Power University,40.0884078,116.3040744
Erciyes University,38.7,35.5
Chung Shan Medical University,24.15,120.6833
Hefei University of Technology,31.8403891,117.2501941
China Pharmaceutical University,32.0750555,118.7740619
Dongguk University,37.5582383,126.9994886
"University of California, Merced",37.3661,-120.4239
Shanxi University,37.8667,112.55
Sofia University,42.674417,23.3659738
Kagoshima University,31.5477043,130.5259682
Jawaharlal Nehru University,28.551652,77.169333
Mansoura University,31.05,31.3833
Northern Arizona University,35.1833,-111.65
Federal University of Pelotas,-31.7667,-52.35
Shizuoka University,34.963966,138.4323148
Inje University,35.2,128.0833
Fluminense Federal University,-22.9,-43.2
Chongqing Medical University,29.6258457,106.2993362
"City, University of London",-33.0212248,27.9068065
Federal University of Goiás,-16.6,-49.25
Royal Veterinary College,51.5368264,-0.1336157
Beijing University of Posts and Telecommunications,39.9042,116.4074
Yangzhou University,32.3441707,119.3946419
Gifu University,35.4333,136.7667
University of Veterinary Medicine Vienna,48.25,16.4333
Yamagata University,38.2462459,140.3497439
University of Silesia in Katowice,50.25,19
University of Jaén,37.7667,-3.7833
Yamaguchi University,34.1667,131.4667
Shaanxi Normal University,34.1552785,108.8866313
Alexandria University,31.2,29.9167
University of Mons,50.45,3.95
University of Cyprus,35.1462191,33.4150811
Gabriele d'Annunzio University,42.35,14.1667
Hitotsubashi University,35.6926247,139.7580149
Tunis El Manar University,36.8333,10.1667
Southwest Jiaotong University,30.7660599,103.9844831
Ulster University,55.0058497,-7.3230881
Renmin University of China,39.9667,116.3167
Florida Institute of Technology,28.0667,-80.6
Kyoto Prefectural University of Medicine,35.0167,135.7667
Anhui Medical University,31.7959612,117.2077616
"University of Technology, Malaysia",1.55,103.7667
Hallym University,37.8667,127.7333
COMSATS Institute of Information Technology,33.65,73.0667
Toulouse 1 Capitole University,43.6322,1.4683
Indian Institute of Management Ahmedabad,23.0333,72.5333
Aberystwyth University,52.4155496,-4.0650542
University of Jinan,23.0169995,113.4122665
North Dakota State University,46.8831639,-102.8079886
University Paris 1 Panthéon-Sorbonne,48.85,2.35
Rouen Normandy University,49.4333,1.0833
University of Cádiz,36.5333,-6.3
Ritsumeikan University,35.0329703,135.7244682
Federal University of Santa Maria,-29.7167,-53.7167
University of New Brunswick,45.95,-66.6333
University of Caen Normandy,49.1833,-0.3667
University of South Bohemia in České Budějovice,48.9833,14.4667
Osaka Prefecture University,34.75,135.5667
Çukurova University,37,35.3333
Paris Nanterre University,48.9,2.2
University of Alabama in Huntsville,34.7333,-86.65
Rochester Institute of Technology,43.0833,-77.6667
Dublin City University,53.3849848,-6.2574482
University of Hasselt,50.9333,5.35
Dokuz Eylül University,38.4,27.1
University of Massachusetts Boston,42.3167,-71.0333
Jaume I University,39.9833,-0.0667
Nanjing University of Information Science and Technology,32.2072,118.7217
Télécom ParisTech,48.7131108,2.199685
San Francisco State University,13.7558041,120.9437111
Zhejiang Normal University,30.319413,120.3899841
Guangxi University,25.2677647,110.3228341
Jacobs University Bremen,53.1677233,8.6511657
Howard University,38.9167,-77.0167
University of Pécs,46.0833,18.2333
University of Limerick,52.6739,-8.5767
Tottori University,35.5,133.6667
Sciences Po,47.3265584,5.0302253
University of Windsor,42.3,-83.0333
Mie University,34.7333,136.5167
Nicolaus Copernicus University in Toruń,53.0333,18.5667
Hohai University,32.0576549,118.7550027
King Juan Carlos University,40.3333,-3.7667
Royal College of Surgeons in Ireland,53.35,-6.2667
University of Osnabrück,52.2667,8.05
University of Perpignan Via Domita,42.7,2.9
Qingdao University,36.3655393,120.6845859
Sogang University,37.55,126.9333
University of Memphis,35.1039315,-89.9258251
Hunter College,40.7859225,-73.954138
North-West University,39.9519084,-75.5972947
Ningbo University,29.8833,121.55
Shahid Beheshti University of Medical Sciences,35.800088,51.398057
National Taiwan Ocean University,25.15,121.7833
INSA Toulouse,43.5657,1.4683
University of Antioquia,6.25,-75.5667
Shantou University,23.35,116.6833
Chung Yuan Christian University,24.9667,121.25
Guangzhou Medical University,23.0481898,113.4204913
Amherst College,42.3703,-72.5167
Yunnan University,24.8303359,102.8506205
Johannes Kepler University Linz,48.3333,14.3167
New York Medical College,41.0833,-73.8333
Missouri University of Science and Technology,37.95,-91.7667
University of Maribor,46.55,15.6333
Atatürk University,39.9,41.2667
Eastern Virginia Medical School,36.85,-76.3
University of North Carolina at Greensboro,36.0667,-79.8
Beijing Forestry University,40,116.3333
Liverpool School of Tropical Medicine,53.4,-2.9667
University of Brighton,50.8587951,-0.0876675
Federal University of Bahia,-12.9667,-38.5
University of St. Gallen,47.4333,9.3833
Xiangtan University,27.85,112.9
Manchester Metropolitan University,53.4689413,-2.2389026
University of A Coruña,43.35,-8.4
Khon Kaen University,16.4615097,102.854545
University of Ibadan,7.4416532,3.906251
Shahid Beheshti University,35.80222,51.39333
University of Massachusetts Lowell,42.6551317,-71.3247589
Loma Linda University,34.0514555,-117.264108
University of Macau,22.1306871,113.5660148
Aga Khan University,24.8667,67.0333
University of Calcutta,22.5791095,88.3728546
Kōchi University,33.55,133.5333
Soonchunhyang University,36.7833,127
Capital Normal University,39.7118615,116.1726901
