index,Year,Location,Area,Rainfall,Temperature,Soil type,Irrigation,yeild,Humidity,Crops,price,Season
500,2014,Gulbarga,6631,3654.0,23.881875816993464,Arid and Desert,Basin,2628.0,57.0,Arecanut,200000,Kharif
501,2015,Gulbarga,6705,3654.0,24.48775816993464,Arid and Desert,Basin,1939.0,55.0,Arecanut,4847,Kharif
502,2016,Gulbarga,5876,3654.0,22.39364052287582,Arid and Desert,Basin,1871.0,56.0,Arecanut,51239,Kharif
503,2017,Gulbarga,326,233.0,23.233117647058823,Arid and Desert,Basin,1868.0,54.0,Arecanut,216396,Kharif
504,2017,Gulbarga,6470,233.0,23.233117647058823,Arid and Desert,Basin,127919.0,58.0,Arecanut,2644,Kharif
505,2016,Gulbarga,6709,233.0,22.39364052287582,Arid and Desert,Basin,75340.0,58.0,Arecanut,44235,Kharif
506,2017,Gulbarga,6186,234.0,23.233117647058823,Arid and Desert,Basin,29170.0,59.0,Arecanut,203317,Kharif
507,2018,Gulbarga,6503,234.0,23.704686274509804,Arid and Desert,Basin,1901.0,50.0,Arecanut,2134,Kharif
508,2013,Gulbarga,5220,234.0,22.33730065359477,Arid and Desert,Basin,972.0,54.0,Arecanut,45186,Kharif
509,2014,Gulbarga,4677,3105.0,23.881875816993464,Arid and Desert,Basin,874.0,53.0,Arecanut,238542,Kharif
510,2015,Gulbarga,4803,3105.0,24.48775816993464,Arid and Desert,Basin,592.0,52.0,Arecanut,1516,Kharif
511,2016,Gulbarga,3739,3105.0,22.39364052287582,Arid and Desert,Basin,864.0,51.0,Arecanut,57259,Kharif
512,2017,Gulbarga,3529,236.0,23.233117647058823,Arid and Desert,Basin,5373.0,57.0,Arecanut,234779,Kharif
513,2018,Gulbarga,3649,236.0,23.704686274509804,Arid and Desert,Basin,6589.0,57.0,Arecanut,1493,Kharif
514,2004,Gulbarga,1374,2903.1,22.572071895424834,Arid and Desert,Basin,5107.0,60.0,Arecanut,64409,Kharif
515,2005,Gulbarga,933,2903.1,22.65605882352941,Arid and Desert,Basin,5518.0,57.0,Ginger,249978,Kharif
516,2006,Gulbarga,345,2903.1,22.685078431372546,Arid and Desert,Basin,4912.0,57.0,Ginger,637,Kharif
517,2007,Gulbarga,29,2996.6,22.571418300653598,Arid and Desert,Basin,3830.0,54.0,Ginger,43311,Kharif
518,2008,Gulbarga,11,2996.6,22.91396732026144,Arid and Desert,Basin,4.0,54.5,Ginger,24848,Kharif
519,2009,Gulbarga,10,2996.6,23.315928104575164,Arid and Desert,Basin,9.0,56.6,Ginger,761,Kharif
520,2010,Gulbarga,7,3522.8,22.736908496732024,Arid and Desert,Basin,12.0,55.5,Ginger,45608,Kharif
521,2011,Gulbarga,10,3522.8,23.22337908496732,Arid and Desert,Basin,2089.0,58.5,Ginger,234581,Kharif
522,2012,Madikeri,56,3522.8,15.195718954248367,Arid and Desert,Basin,2810.0,59.5,Ginger,646,Kharif
523,2013,Madikeri,68,3729.8,14.938398692810456,Arid and Desert,Basin,841.0,55.0,Ginger,43562,Kharif
524,2014,Madikeri,56,3729.8,15.459248366013071,Arid and Desert,Basin,3550.0,53.0,Ginger,200000,Kharif
525,2015,Madikeri,66,3729.8,15.690294117647056,Arid and Desert,Basin,109.0,53.5,Ginger,4847,Kharif
526,2016,Madikeri,55,2746.2,15.168790849673204,Arid and Desert,Basin,3368.0,52.5,Ginger,51239,Kharif
527,2017,Madikeri,42,2746.2,15.602385620915033,Arid and Desert,Basin,3671.0,56.0,Ginger,216396,Kharif
528,2004,Madikeri,51179,2746.2,15.03147058823529,Arid and Desert,Basin,2404.0,57.0,Ginger,2644,Kharif
529,2004,Madikeri,468,3360.0,15.03147058823529,Arid and Desert,Basin,2805.0,57.5,Ginger,44235,Kharif
530,2004,Madikeri,11841,3360.0,15.03147058823529,loamy sand,Basin,2331.0,57.0,Tea,203317,Kharif
531,2004,Madikeri,50975,3360.0,15.03147058823529,loamy sand,Basin,2088.0,55.0,Tea,2134,Kharif
532,2004,Madikeri,206,3605.4,15.03147058823529,loamy sand,Basin,2628.0,56.0,Tea,45186,Kharif
533,2004,Madikeri,10922,3605.4,15.03147058823529,loamy sand,Basin,1939.0,54.0,Tea,238542,Kharif
534,2004,Madikeri,51390,3605.4,15.03147058823529,loamy sand,Basin,1871.0,58.0,Tea,1516,Kharif
535,2004,Madikeri,177,3512.4,15.03147058823529,loamy sand,Basin,1868.0,58.0,Tea,57259,Kharif
536,2004,Madikeri,10723,3512.4,15.03147058823529,loamy sand,Spray,127919.0,59.0,Tea,234779,Kharif
537,2004,Madikeri,51709,3512.4,15.03147058823529,loamy sand,Spray,75340.0,50.0,Tea,1493,Kharif
538,2004,Madikeri,146,3296.0,15.03147058823529,loamy sand,Spray,29170.0,54.0,Tea,64409,Kharif
539,2004,Madikeri,10910,3296.0,15.03147058823529,loamy sand,Spray,1901.0,53.0,Tea,249978,Kharif
540,2004,Madikeri,51355,3296.0,15.03147058823529,loamy sand,Spray,972.0,52.0,Tea,637,Kharif
541,2004,Madikeri,160,3550.0,15.03147058823529,loamy sand,Spray,874.0,51.0,Tea,43311,Kharif
542,2004,Madikeri,10912,3550.0,15.03147058823529,loamy sand,Spray,592.0,57.0,Tea,24848,Kharif
543,2004,Madikeri,51353,3550.0,15.03147058823529,loamy sand,Spray,864.0,57.0,Tea,761,Kharif
544,2004,Madikeri,142,3654.0,15.03147058823529,loamy sand,Spray,5373.0,60.0,Tea,45608,Kharif
545,2004,Madikeri,10505,3654.0,15.03147058823529,loamy sand,Spray,6589.0,57.0,Paddy,234581,Kharif
546,2004,Madikeri,51040,3654.0,15.03147058823529,loamy sand,Spray,5107.0,57.0,Paddy,646,Kharif
547,2004,Madikeri,154,233.0,15.03147058823529,loamy sand,Spray,5518.0,54.0,Paddy,43562,Kharif
548,2004,Madikeri,10318,233.0,15.03147058823529,loamy sand,Spray,4912.0,54.5,Paddy,200000,Kharif
549,2004,Madikeri,48083,233.0,15.03147058823529,loamy sand,Spray,3830.0,56.6,Paddy,4847,Kharif
551,2004,Madikeri,9283,2903.1,15.03147058823529,loamy sand,Spray,2783.0,58.5,Paddy,216396,Kharif
552,2004,Chikmangaluru,47200,2903.1,14.768790849673202,loamy sand,Spray,1533.0,59.5,Paddy,2644,Kharif
553,2004,Chikmangaluru,158,2996.6,14.768790849673202,loamy sand,Spray,1647.0,55.0,Paddy,44235,Kharif
554,2004,Chikmangaluru,8982,2996.6,14.768790849673202,loamy sand,Spray,975.0,53.0,Paddy,203317,Kharif
555,2004,Chikmangaluru,46990,2996.6,14.768790849673202,loamy sand,Spray,2.0,53.5,Paddy,2134,Kharif
556,2004,Chikmangaluru,103,3522.8,14.768790849673202,loamy sand,Spray,836.0,52.5,Paddy,45186,Kharif
557,2004,Chikmangaluru,8239,3522.8,14.768790849673202,loamy sand,Spray,806.0,56.0,Paddy,238542,Kharif
558,2004,Chikmangaluru,44563,3522.8,14.768790849673202,loamy sand,Spray,880.0,57.0,Paddy,1516,Kharif
559,2004,Chikmangaluru,96,3729.8,14.768790849673202,Clay loam,Spray,770.0,57.5,Paddy,200000,Kharif
560,2004,Chikmangaluru,6949,3729.8,14.768790849673202,Clay loam,Spray,395.0,57.0,Groundnut,4847,Kharif
561,2004,Chikmangaluru,44663,3729.8,14.768790849673202,Clay loam,Spray,187.0,55.0,Groundnut,51239,Kharif
562,2004,Chikmangaluru,110,2746.2,14.768790849673202,Clay loam,Spray,187.0,56.0,Groundnut,216396,Kharif
563,2004,Chikmangaluru,6824,2746.2,14.768790849673202,Clay loam,Spray,121.0,54.0,Cotton,2644,Kharif
564,2004,Chikmangaluru,43013,2746.2,14.768790849673202,Clay loam,Spray,103.0,58.0,Cotton,44235,Kharif
565,2004,Chikmangaluru,95,3360.0,14.768790849673202,Clay loam,Spray,71.0,58.0,Cotton,203317,Kharif
566,2004,Chikmangaluru,6441,3360.0,14.768790849673202,Clay loam,Spray,3961.0,59.0,Cotton,2134,Kharif
567,2004,Chikmangaluru,4012,3360.0,14.768790849673202,Clay loam,Spray,4247.0,50.0,Groundnut,45186,Kharif
568,2004,Chikmangaluru,4877,3605.4,14.768790849673202,Clay loam,Spray,3290.0,54.0,Groundnut,238542,Kharif
569,2004,Chikmangaluru,4930,3605.4,14.768790849673202,Clay loam,Spray,3138.0,53.0,Groundnut,1516,Kharif
570,2004,Chikmangaluru,4954,3605.4,14.768790849673202,Clay loam,Spray,3423.0,52.0,Groundnut,57259,Kharif
571,2004,Chikmangaluru,5019,3512.4,14.768790849673202,Clay loam,Spray,3899.0,51.0,Groundnut,234779,Kharif
572,2004,Chikmangaluru,5127,3512.4,14.768790849673202,Clay loam,Spray,4015.0,57.0,Groundnut,1493,Kharif
573,2004,Chikmangaluru,5174,3512.4,14.768790849673202,Clay loam,Spray,4279.0,57.0,Groundnut,64409,Kharif
574,2004,Chikmangaluru,5294,3296.0,14.768790849673202,Clay loam,Spray,4167.0,60.0,Groundnut,249978,Kharif
575,2004,Chikmangaluru,5474,3296.0,14.768790849673202,Clay loam,Spray,4479.0,57.0,Blackgram,637,Kharif
576,2004,Chikmangaluru,5864,3296.0,14.768790849673202,Clay loam,Spray,3699.0,57.0,Blackgram,43311,Kharif
577,2004,Chikmangaluru,7028,3550.0,14.768790849673202,Clay loam,Spray,4904.0,54.0,Blackgram,24848,Kharif
578,2004,Chikmangaluru,7403,3550.0,14.768790849673202,Clay loam,Spray,2821.0,54.5,Blackgram,761,Kharif
579,2004,Chikmangaluru,7501,3550.0,14.768790849673202,Clay loam,Spray,3472.0,56.6,Blackgram,45608,Kharif
580,2004,Chikmangaluru,7714,3654.0,14.768790849673202,Clay loam,Drip,3647.0,55.5,Blackgram,234581,Kharif
581,2004,Chikmangaluru,7856,3654.0,14.768790849673202,Clay loam,Drip,393.0,58.5,Blackgram,646,Kharif
582,2004,Chikmangaluru,32,3654.0,14.768790849673202,Clay loam,Drip,167.0,59.5,Blackgram,43562,Kharif
583,2004,Chikmangaluru,1,233.0,14.768790849673202,Clay loam,Drip,71.0,55.0,Blackgram,200000,Kharif
584,2004,Chikmangaluru,30,233.0,14.768790849673202,Clay loam,Drip,52.0,53.0,Blackgram,4847,Kharif
586,2004,Chikmangaluru,15,234.0,14.768790849673202,Clay loam,Drip,2783.0,52.5,Blackgram,216396,Kharif
587,2004,Chikmangaluru,4,234.0,14.768790849673202,Clay loam,Drip,1533.0,56.0,Blackgram,2644,Kharif
588,2004,Chikmangaluru,39,234.0,14.768790849673202,Clay loam,Drip,1647.0,59.5,Blackgram,44235,Kharif
589,2004,Chikmangaluru,6,3105.0,14.768790849673202,Clay loam,Drip,975.0,55.0,Blackgram,203317,Kharif
590,2004,Chikmangaluru,12,3105.0,14.768790849673202,Clay loam,Drip,2.0,53.0,Cashew,2134,Kharif
591,2004,Chikmangaluru,3,3105.0,14.768790849673202,Clay loam,Drip,836.0,53.5,Cashew,45186,Kharif
592,2004,Chikmangaluru,17,236.0,14.768790849673202,Clay loam,Drip,806.0,52.5,Cashew,238542,Kharif
593,2004,Chikmangaluru,3,236.0,14.768790849673202,Clay loam,Drip,880.0,56.0,Cashew,1516,Kharif
594,2004,Chikmangaluru,9,2903.1,14.461225165562912,Clay loam,Drip,770.0,57.0,Cashew,57259,Rabi
595,2004,Chikmangaluru,21,2903.1,14.461225165562912,Clay loam,Drip,395.0,57.5,Cashew,234779,Rabi
596,2004,Chikmangaluru,11,2903.1,14.461225165562912,Clay loam,Drip,187.0,57.0,Cashew,1493,Rabi
597,2004,Chikmangaluru,4,2996.6,14.461225165562912,Clay loam,Drip,187.0,55.0,Cotton,64409,Rabi
598,2004,Chikmangaluru,15,2996.6,14.461225165562912,Clay loam,Drip,121.0,56.0,Cotton,249978,Rabi
599,2004,Chikmangaluru,8,2996.6,14.461225165562912,Clay loam,Drip,103.0,54.0,Cotton,637,Rabi
600,2004,Chikmangaluru,29,3522.8,14.461225165562912,Alluvial,Drip,71.0,58.0,Cotton,43311,Rabi
601,2004,Chikmangaluru,1,3522.8,14.461225165562912,Alluvial,Drip,3961.0,58.0,Cashew,24848,Rabi
602,2004,Chikmangaluru,13736,3522.8,14.461225165562912,Alluvial,Drip,4247.0,59.0,Cashew,761,Rabi
603,2004,Chikmangaluru,14003,3729.8,14.461225165562912,Alluvial,Drip,3290.0,50.0,Cashew,45608,Rabi
604,2004,Chikmangaluru,14179,3729.8,14.461225165562912,Alluvial,Drip,3138.0,54.0,Cashew,234581,Rabi
605,2004,Chikmangaluru,14319,3729.8,14.461225165562912,Alluvial,Drip,3423.0,53.0,Coconut,646,Rabi
606,2004,Chikmangaluru,14464,2746.2,14.461225165562912,Alluvial,Drip,3899.0,59.5,Coconut,43562,Rabi
607,2004,Chikmangaluru,14876,2746.2,14.461225165562912,Alluvial,Drip,4015.0,55.0,Coconut,200000,Rabi
608,2004,Chikmangaluru,14976,2746.2,14.461225165562912,Alluvial,Drip,4279.0,53.0,Coconut,4847,Rabi
609,2004,Chikmangaluru,15009,3360.0,14.461225165562912,Alluvial,Drip,4167.0,53.5,Coconut,51239,Rabi
610,2004,Chikmangaluru,15114,3360.0,14.461225165562912,Alluvial,Drip,4479.0,52.5,Coconut,216396,Rabi
611,2004,Chikmangaluru,16224,3360.0,14.461225165562912,Alluvial,Drip,3699.0,56.0,Coconut,2644,Rabi
612,2004,Chikmangaluru,17095,3605.4,14.461225165562912,Alluvial,Drip,4904.0,57.0,Coconut,44235,Rabi
613,2004,Chikmangaluru,17512,3605.4,14.461225165562912,Alluvial,Drip,2821.0,57.5,Coconut,203317,Rabi
614,2004,Chikmangaluru,17587,3605.4,14.461225165562912,Alluvial,Drip,3472.0,57.0,Coconut,2134,Rabi
615,2004,Chikmangaluru,17771,3512.4,14.461225165562912,Alluvial,Drip,3647.0,55.0,Coconut,45186,Rabi
616,2004,Chikmangaluru,17825,3512.4,14.461225165562912,Alluvial,Drip,393.0,56.0,Coconut,238542,Rabi
617,2004,Chikmangaluru,3147,3512.4,14.461225165562912,Alluvial,Drip,167.0,54.0,Coconut,1516,Rabi
618,2004,Chikmangaluru,2578,3296.0,14.461225165562912,Alluvial,Drip,71.0,58.0,Coconut,200000,Rabi
619,2004,Chikmangaluru,1591,3296.0,14.461225165562912,Alluvial,Drip,52.0,58.0,Coconut,4847,Rabi
620,2004,Chikmangaluru,1298,3296.0,14.461225165562912,Alluvial,Drip,2570.0,59.0,Coconut,51239,Rabi
621,2004,Chikmangaluru,4,3550.0,14.461225165562912,Alluvial,Drip,27170.0,50.0,Ginger,216396,Rabi
622,2004,Chikmangaluru,1122,3550.0,14.461225165562912,Alluvial,Drip,114744.0,54.0,Ginger,2644,Rabi
623,2004,Chikmangaluru,917,3550.0,14.461225165562912,Alluvial,Drip,1402.0,53.0,Ginger,44235,Rabi
624,2004,Chikmangaluru,819,3654.0,14.461225165562912,Alluvial,Basin,23456.0,59.5,Ginger,203317,Rabi
625,2004,Chikmangaluru,619,3654.0,14.461225165562912,Alluvial,Basin,107809.0,55.0,Ginger,2134,Rabi
626,2004,Chikmangaluru,391,3654.0,14.461225165562912,Alluvial,Basin,1132.0,53.0,Ginger,45186,Rabi
627,2004,Chikmangaluru,211,233.0,14.461225165562912,Alluvial,Basin,23960.0,53.5,Cotton,238542,Rabi
628,2004,Chikmangaluru,153,233.0,14.461225165562912,Alluvial,Basin,126487.0,52.5,Cotton,1516,Rabi
629,2004,Chikmangaluru,111,233.0,14.461225165562912,Alluvial,Basin,804.0,56.0,Cotton,57259,Rabi
630,2004,Hassan,76,234.0,16.389039735099338,Alluvial,Basin,30362.0,57.0,Cotton,234779,Rabi
631,2004,Hassan,53,234.0,16.389039735099338,Alluvial,Basin,124492.0,57.5,Ginger,1493,Rabi
632,2004,Hassan,2688,234.0,16.389039735099338,Alluvial,Basin,792.0,57.0,Ginger,64409,Rabi
633,2004,Hassan,2311,3105.0,16.389039735099338,Alluvial,Basin,34153.0,55.0,Ginger,249978,Rabi
634,2004,Hassan,2188,3105.0,16.389039735099338,Alluvial,Basin,2570.0,56.0,Ginger,637,Rabi
635,2004,Hassan,1998,3105.0,16.389039735099338,Alluvial,Basin,27170.0,54.0,Ginger,43311,Rabi
636,2004,Hassan,2006,236.0,16.389039735099338,Alluvial,Drip,114744.0,57.0,Coconut,200000,Rabi
637,2004,Hassan,2034,2903.1,16.389039735099338,Alluvial,Drip,1402.0,57.5,Coconut,4847,Rabi
638,2004,Hassan,2035,2903.1,16.389039735099338,Alluvial,Drip,23456.0,57.0,Coconut,51239,Rabi
639,2004,Hassan,2074,2903.1,16.389039735099338,Alluvial,Drip,107809.0,55.0,Coconut,216396,Rabi
640,2004,Hassan,2127,2996.6,16.389039735099338,Alluvial,Drip,1132.0,56.0,Coconut,2644,Rabi
641,2004,Hassan,2090,2996.6,16.389039735099338,Alluvial,Drip,23960.0,54.0,Coconut,44235,Rabi
642,2004,Hassan,2059,2996.6,16.389039735099338,Alluvial,Drip,126487.0,58.0,Coconut,203317,Rabi
643,2004,Hassan,2050,3522.8,16.389039735099338,Alluvial,Drip,804.0,58.0,Coconut,2134,Rabi
644,2004,Hassan,1865,3522.8,16.389039735099338,Alluvial,Drip,30362.0,59.0,Coconut,45186,Rabi
645,2004,Hassan,1841,3522.8,16.389039735099338,Alluvial,Drip,124492.0,50.0,Coconut,238542,Rabi
646,2004,Hassan,1799,3729.8,16.389039735099338,Alluvial,Drip,792.0,54.0,Coconut,1516,Rabi
647,2004,Hassan,1468,3729.8,16.389039735099338,Alluvial,Drip,34153.0,53.0,Coconut,57259,Rabi
648,2004,Hassan,568,3729.8,16.389039735099338,Alluvial,Drip,132551.0,52.0,Coconut,234779,Rabi
649,2004,Hassan,407,2746.2,16.389039735099338,Alluvial,Drip,338.0,51.0,Coconut,1493,Rabi
650,2004,Hassan,177,2746.2,16.389039735099338,Sandy loam ,Drip,22966.0,57.0,Coconut,64409,Rabi
651,2004,Hassan,51,2746.2,16.389039735099338,Sandy loam ,Drip,131763.0,57.0,Coconut,249978,Rabi
652,2004,Hassan,173,3360.0,16.389039735099338,Sandy loam ,Drip,404.0,60.0,Coconut,637,Rabi
653,2004,Hassan,201,3360.0,16.389039735099338,Sandy loam ,Drip,24184.0,57.0,Coconut,43311,Rabi
654,2004,Hassan,206,3360.0,16.389039735099338,Sandy loam ,Drip,124387.0,57.0,Coconut,24848,Rabi
655,2004,Hassan,243,3605.4,16.389039735099338,Sandy loam ,Drip,343.0,54.0,Coconut,761,Rabi
656,2004,Hassan,123,3605.4,16.389039735099338,Sandy loam ,Drip,23099.0,54.5,Coconut,45608,Rabi
657,2013,Hassan,82,3605.4,15.811887417218543,Sandy loam ,Drip,117825.84,56.6,Coconut,234581,Rabi
658,2014,Hassan,74,3512.4,15.33274834437086,Sandy loam ,Drip,336.0,55.5,Coconut,646,Rabi
659,2015,Hassan,18,3512.4,17.350263157894737,Sandy loam ,Drip,22594.0,58.5,Coconut,43562,Rabi
660,2016,Hassan,37,3512.4,16.928509933774833,Sandy loam ,Drip,116481.07,59.5,Coconut,200000,Rabi
661,2017,Hassan,35,3296.0,15.679768211920528,Sandy loam ,Drip,316.0,55.0,Coconut,4847,Rabi
662,2018,Hassan,5974,3296.0,17.634139072847685,Sandy loam ,Drip,21400.0,53.0,Coconut,51239,Rabi
663,2004,Hassan,6631,3296.0,16.389039735099338,Sandy loam ,Drip,122102.0,53.5,Coconut,216396,Rabi
664,2005,Hassan,6705,3550.0,14.695331125827813,Sandy loam ,Drip,382.0,52.5,Coconut,2644,Rabi
665,2006,Hassan,5876,3550.0,15.915132450331125,Sandy loam ,Drip,19578.0,56.0,Coconut,44235,Rabi
666,2007,Hassan,326,3550.0,14.73407894736842,Sandy loam ,Drip,121037.0,57.0,Coconut,203317,Rabi
667,2008,Hassan,6470,3654.0,15.61274834437086,Sandy loam ,Drip,231.0,57.5,Coconut,2134,Rabi
668,2009,Hassan,6709,3654.0,16.445993377483443,Sandy loam ,Drip,18951.0,57.0,Coconut,45186,Rabi
669,2010,Hassan,6186,3654.0,15.066523178807948,Sandy loam ,Drip,110579.0,55.0,Coconut,238542,Rabi
670,2011,Hassan,6503,233.0,16.15296052631579,Sandy loam ,Drip,221.0,56.0,Coconut,1516,Rabi
671,2012,Hassan,5220,233.0,16.354006622516557,Sandy loam ,Drip,15362.0,54.0,Coconut,57259,Rabi
672,2013,Hassan,4677,233.0,15.811887417218543,Sandy loam ,Drip,120373.0,58.0,Coconut,234779,Rabi
673,2014,Hassan,4803,234.0,15.33274834437086,Sandy loam ,Drip,291.0,58.0,Coconut,1493,Rabi
674,2015,Hassan,3739,234.0,17.350263157894737,Sandy loam ,Drip,17231.0,59.0,Coconut,64409,Rabi
675,2016,Hassan,3529,234.0,16.928509933774833,Sandy loam ,Drip,119359.0,50.0,Coconut,249978,Rabi
676,2017,Hassan,3649,3105.0,15.679768211920528,Sandy loam ,Drip,283.0,54.0,Coconut,637,Rabi
677,2018,Hassan,1374,3105.0,17.634139072847685,Sandy loam ,Drip,17690.0,53.0,Coconut,43311,Rabi
678,2004,Hassan,1279,3105.0,16.389039735099338,Sandy loam ,Drip,7157.0,52.0,Coconut,24848,Rabi
679,2005,Hassan,13283,236.0,14.695331125827813,Sandy loam ,Drip,8700.0,51.0,Coconut,761,Rabi
680,2006,Hassan,52119,236.0,15.915132450331125,Sandy loam ,Basin,41266.0,57.0,Coconut,45608,Rabi
681,2007,Hassan,725,321.0,14.73407894736842,Sandy loam ,Basin,8838.0,57.0,Coconut,234581,Rabi
682,2008,Hassan,12885,3654.0,15.61274834437086,Sandy loam ,Basin,8954.0,60.0,Coconut,646,Rabi
683,2009,Hassan,51179,323.0,16.445993377483443,Sandy loam ,Basin,42915.0,57.0,Coconut,43562,Rabi
684,2010,Hassan,468,324.0,15.066523178807948,Sandy loam ,Basin,9230.0,57.0,Coconut,200000,Rabi
685,2011,Hassan,11841,3105.0,16.15296052631579,Sandy loam ,Basin,44313.0,54.0,Coconut,4847,Rabi
686,2012,Hassan,50975,326.0,16.354006622516557,Sandy loam ,Basin,45820.0,54.5,Coconut,51239,Rabi
687,2013,Hassan,206,327.0,15.811887417218543,Sandy loam ,Basin,49084.0,56.6,Coconut,216396,Rabi
688,2014,Hassan,10922,328.0,15.33274834437086,Sandy loam ,Basin,86311.0,55.5,Coconut,2644,Rabi
689,2015,Hassan,51390,2903.1,17.350263157894737,Sandy loam ,Basin,57642.0,58.5,Coconut,44235,Rabi
690,2016,Hassan,177,2903.1,16.928509933774833,Sandy loam ,Basin,58405.0,59.5,Coconut,203317,Rabi
691,2017,Hassan,10723,2903.1,15.679768211920528,Sandy loam ,Basin,60751.0,55.0,Coconut,2134,Rabi
692,2018,Hassan,51709,2996.6,17.634139072847685,Sandy loam ,Basin,109506.0,53.0,Coconut,45186,Rabi
693,2004,Hassan,146,2996.6,16.389039735099338,Sandy loam ,Basin,114.0,53.5,Coconut,238542,Rabi
694,2005,Hassan,10910,2996.6,14.695331125827813,Sandy loam ,Basin,3.0,52.5,Coconut,1516,Rabi
695,2006,Hassan,51355,3522.8,15.915132450331125,Sandy loam ,Basin,95.0,56.0,Coconut,57259,Rabi
696,2007,Hassan,160,3522.8,14.73407894736842,Sandy loam ,Basin,19.0,57.0,Coconut,234779,Rabi
697,2008,Hassan,10912,3522.8,15.61274834437086,Sandy loam ,Basin,54.0,57.5,Coconut,1493,Rabi
698,2009,Hassan,51353,3729.8,16.445993377483443,Sandy loam ,Basin,13.0,57.0,Coconut,64409,Rabi
699,2010,Hassan,1279,3729.8,15.066523178807948,Sandy loam ,Basin,123.0,55.0,Coconut,249978,Rabi
700,2011,Hassan,13283,3729.8,16.15296052631579,River basins,Basin,19.0,56.0,Coconut,200000,Rabi
701,2012,Hassan,52119,2746.2,16.354006622516557,River basins,Basin,32.0,54.0,Coconut,4847,Rabi
702,2013,Hassan,725,2746.2,15.811887417218543,River basins,Basin,8.0,58.0,Coconut,51239,Rabi
703,2014,Hassan,12885,2746.2,15.33274834437086,River basins,Basin,50.0,58.0,Coconut,216396,Rabi
704,2015,Hassan,51179,3360.0,17.350263157894737,River basins,Basin,10.0,59.0,Coconut,2644,Rabi
705,2016,Hassan,468,3360.0,16.928509933774833,River basins,Basin,29.0,50.0,Coconut,44235,Rabi
706,2017,Hassan,11841,3360.0,15.679768211920528,River basins,Basin,44.0,54.0,Coconut,203317,Rabi
707,2018,Hassan,50975,3605.4,17.634139072847685,River basins,Basin,33.0,53.0,Coconut,2134,Rabi
708,2004,Hassan,206,3605.4,16.389039735099338,River basins,Basin,14.0,52.0,Coconut,45186,Rabi
709,2005,Hassan,10922,3605.4,14.695331125827813,River basins,Basin,56.0,51.0,Coconut,238542,Rabi
710,2006,Hassan,51390,3512.4,15.915132450331125,River basins,Basin,26.0,57.0,Coconut,1516,Rabi
711,2007,Hassan,177,3512.4,14.73407894736842,River basins,Basin,98.0,57.0,Coconut,57259,Rabi
712,2008,Hassan,10723,3512.4,15.61274834437086,River basins,Basin,3.0,60.0,Coconut,234779,Rabi
713,2009,Hassan,51709,3296.0,16.445993377483443,River basins,Basin,58637.0,57.0,Coconut,1493,Rabi
714,2010,Hassan,146,3296.0,15.066523178807948,River basins,Basin,59777.0,57.0,Coconut,64409,Rabi
715,2011,Hassan,10910,3296.0,16.15296052631579,River basins,Basin,60528.0,54.0,Coconut,249978,Rabi
716,2012,Hassan,51355,3550.0,16.354006622516557,River basins,Basin,61126.0,54.5,Coconut,637,Rabi
718,2014,Hassan,10912,3550.0,15.33274834437086,River basins,Basin,63504.0,55.5,Coconut,24848,Rabi
719,2015,Hassan,51353,3654.0,17.350263157894737,River basins,Basin,63931.0,58.5,Coconut,761,Rabi
720,2016,Hassan,1279,3654.0,16.928509933774833,River basins,Basin,73730.0,59.5,Coconut,45608,Rabi
721,2017,Hassan,13283,3654.0,15.679768211920528,River basins,Basin,118416.0,55.0,Coconut,234581,Rabi
722,2018,Hassan,52119,233.0,17.634139072847685,River basins,Basin,130132.0,53.0,Coconut,646,Rabi
723,2004,Hassan,725,233.0,16.389039735099338,River basins,Spray,154889.0,53.5,Coconut,43562,Rabi
724,2005,Hassan,12885,233.0,14.695331125827813,River basins,Spray,171739.0,52.5,Coconut,200000,Rabi
725,2006,Hassan,51179,234.0,15.915132450331125,River basins,Spray,172475.0,56.0,Coconut,4847,Rabi
726,2007,Hassan,468,234.0,14.73407894736842,River basins,Spray,177939.0,57.0,Coconut,51239,Rabi
728,2009,Hassan,50975,3105.0,16.445993377483443,River basins,Spray,2783.0,57.0,Coconut,2644,Rabi
729,2010,Hassan,206,3105.0,15.066523178807948,River basins,Spray,1533.0,55.0,Coconut,44235,Rabi
730,2011,Hassan,10922,3105.0,16.15296052631579,Alluvial,Spray,1647.0,56.0,Coconut,203317,Rabi
731,2012,Hassan,51390,236.0,16.354006622516557,Alluvial,Spray,975.0,54.0,Coconut,2134,Rabi
732,2013,Hassan,177,236.0,15.811887417218543,Alluvial,Spray,2.0,58.0,Coconut,45186,Rabi
733,2014,Hassan,10723,2903.1,15.33274834437086,Alluvial,Spray,836.0,58.0,Coconut,238542,Rabi
734,2015,Hassan,51709,2903.1,17.350263157894737,Alluvial,Spray,806.0,59.0,Coconut,1516,Rabi
735,2016,Mangalore,146,2903.1,26.823887417218543,Alluvial,Spray,880.0,50.0,Coconut,57259,Rabi
736,2017,Mangalore,10910,2996.6,26.796470198675497,Alluvial,Spray,770.0,54.0,Coconut,234779,Rabi
737,2018,Mangalore,51355,2996.6,27.179251655629137,Alluvial,Spray,395.0,53.0,Coconut,1493,Rabi
738,2004,Mangalore,160,2996.6,26.699781456953637,Alluvial,Spray,187.0,52.0,Coconut,64409,Rabi
